slot,t_s,ue_id,ue_x_m,ue_y_m,ue_z_m,sinr_db,spectral_eff_bphz,alloc_ru,arrival_bits,tx_bits,ack_bits,queue_bits,bler,success
211,0.211,1,4.327456792894543,-3.3914612605821883,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
211,0.211,2,-3.3012747362550385,4.459353698449453,1.2,5.0,0.8,0,0,0,0,0,,
211,0.211,3,-7.913826665152653,3.877423897872781,1.2,5.0,0.8,0,0,0,0,0,,
212,0.212,0,2.1280790423230544,4.7529059015463915,1.2,5.0,0.8,0,0,0,0,0,,
212,0.212,1,4.327062857748182,-3.391904409357987,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
212,0.212,2,-3.3017649970797303,4.459243851061219,1.2,5.0,0.8,0,0,0,0,0,,
212,0.212,3,-7.913817568634737,3.87753089257693,1.2,5.0,0.8,0,0,0,0,0,,
213,0.213,0,2.1286731811805586,4.752841771452079,1.2,5.0,0.8,0,0,0,0,0,,
213,0.213,1,4.3266689226018205,-3.3923475581337854,1.2,5.0,0.8,0,0,0,0,0,,
213,0.213,2,-3.302255257904422,4.459134003672984,1.2,5.0,0.8,0,0,0,0,0,,
213,0.213,3,-7.913808472116822,3.877637887281079,1.2,5.0,0.8,0,0,0,0,0,,
214,0.214,0,2.1292673200380627,4.752777641357767,1.2,5.0,0.8,0,0,0,0,0,,
214,0.214,1,4.326274987455459,-3.392790706909584,1.2,5.0,0.8,0,0,0,0,0,,
214,0.214,2,-3.3027455187291137,4.45902415628475,1.2,5.0,0.8,0,0,0,0,0,,
214,0.214,3,-7.913799375598906,3.877744881985228,1.2,5.0,0.8,0,0,0,0,0,,
215,0.215,0,2.129861458895567,4.752713511263455,1.2,5.0,0.8,0,0,0,0,0,,
215,0.215,1,4.325881052309098,-3.3932338556853825,1.2,5.0,0.8,0,0,0,0,0,,
215,0.215,2,-3.3032357795538054,4.4589143088965155,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
215,0.215,3,-7.91379027908099,3.877851876689377,1.2,5.0,0.8,0,0,0,0,0,,
216,0.216,0,2.130455597753071,4.752649381169142,1.2,5.0,0.8,0,0,0,0,0,,
216,0.216,1,4.325487117162737,-3.393677004461181,1.2,5.0,0.8,0,0,0,0,0,,
216,0.216,2,-3.303726040378497,4.458804461508281,1.2,5.0,0.8,0,0,0,0,0,,
216,0.216,3,-7.913781182563074,3.877958871393526,1.2,5.0,0.8,0,0,0,0,0,,
217,0.217,0,2.131049736610575,4.75258525107483,1.2,5.0,0.8,0,0,0,0,0,,
217,0.217,1,4.325093182016376,-3.3941201532369796,1.2,5.0,0.8,0,0,0,0,0,,
217,0.217,2,-3.304216301203189,4.458694614120047,1.2,5.0,0.8,0,0,0,0,0,,
217,0.217,3,-7.913772086045158,3.878065866097675,1.2,5.0,0.8,0,0,0,0,0,,
218,0.218,0,2.1316438754680793,4.752521120980518,1.2,5.0,0.8,0,0,0,0,0,,
218,0.218,1,4.324699246870015,-3.394563302012778,1.2,5.0,0.8,0,0,0,0,0,,
218,0.218,2,-3.3047065620278806,4.458584766731812,1.2,5.0,0.8,0,0,0,0,0,,
218,0.218,3,-7.9137629895272426,3.8781728608018238,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
219,0.219,0,2.1322380143255835,4.7524569908862055,1.2,5.0,0.8,0,0,0,0,0,,
219,0.219,1,4.324305311723654,-3.3950064507885767,1.2,5.0,0.8,0,0,0,0,0,,
219,0.219,2,-3.3051968228525723,4.458474919343578,1.2,5.0,0.8,0,0,0,0,0,,
219,0.219,3,-7.913753893009327,3.8782798555059728,1.2,5.0,0.8,0,0,0,0,0,,
220,0.22,0,2.1328321531830876,4.752392860791893,1.2,5.0,0.8,0,0,0,0,0,,
220,0.22,1,4.323911376577293,-3.395449599564375,1.2,5.0,0.8,0,0,0,0,0,,
220,0.22,2,-3.305687083677264,4.458365071955344,1.2,5.0,0.8,0,0,0,0,0,,
220,0.22,3,-7.913744796491411,3.8783868502101218,1.2,5.0,0.8,0,0,0,0,0,,
221,0.221,0,2.1334262920405918,4.752328730697581,1.2,5.0,0.8,0,0,0,0,0,,
221,0.221,1,4.323517441430932,-3.3958927483401737,1.2,5.0,0.8,0,0,0,0,0,,
221,0.221,2,-3.3061773445019558,4.458255224567109,1.2,5.0,0.8,0,0,0,0,0,,
221,0.221,3,-7.913735699973495,3.8784938449142707,1.2,5.0,0.8,0,0,0,0,0,,
222,0.222,0,2.134020430898096,4.752264600603269,1.2,5.0,0.8,0,0,0,0,0,,
222,0.222,1,4.3231235062845705,-3.3963358971159723,1.2,5.0,0.8,0,0,0,0,0,,
222,0.222,2,-3.3066676053266475,4.458145377178875,1.2,5.0,0.8,0,0,0,0,0,,
222,0.222,3,-7.913726603455579,3.8786008396184197,1.2,5.0,0.8,0,0,0,0,0,,
223,0.223,0,2.1346145697556,4.752200470508956,1.2,5.0,0.8,0,0,0,0,0,,
223,0.223,1,4.322729571138209,-3.396779045891771,1.2,5.0,0.8,0,0,0,0,0,,
223,0.223,2,-3.307157866151339,4.45803552979064,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
223,0.223,3,-7.9137175069376635,3.8787078343225687,1.2,5.0,0.8,0,0,0,0,0,,
224,0.224,0,2.135208708613104,4.752136340414644,1.2,5.0,0.8,0,0,0,0,0,,
224,0.224,1,4.322335635991848,-3.3972221946675694,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
224,0.224,2,-3.307648126976031,4.457925682402406,1.2,5.0,0.8,0,0,0,0,0,,
224,0.224,3,-7.913708410419748,3.8788148290267177,1.2,5.0,0.8,0,0,0,0,0,,
225,0.225,0,2.1358028474706083,4.752072210320332,1.2,5.0,0.8,0,0,0,0,0,,
225,0.225,1,4.321941700845487,-3.397665343443368,1.2,5.0,0.8,0,0,0,0,0,,
225,0.225,2,-3.3081383878007227,4.457815835014172,1.2,5.0,0.8,0,0,0,0,0,,
225,0.225,3,-7.913699313901832,3.8789218237308667,1.2,5.0,0.8,0,0,0,0,0,,
226,0.226,0,2.1363969863281125,4.75200808022602,1.2,5.0,0.8,0,0,0,0,0,,
226,0.226,1,4.321547765699126,-3.3981084922191664,1.2,5.0,0.8,0,0,0,0,0,,
226,0.226,2,-3.3086286486254144,4.457705987625937,1.2,5.0,0.8,0,0,0,0,0,,
226,0.226,3,-7.913690217383916,3.8790288184350157,1.2,5.0,0.8,0,0,0,0,0,,
227,0.227,0,2.1369911251856166,4.751943950131707,1.2,5.0,0.8,0,0,0,0,0,,
227,0.227,1,4.321153830552765,-3.398551640994965,1.2,5.0,0.8,0,0,0,0,0,,
227,0.227,2,-3.309118909450106,4.457596140237703,1.2,5.0,0.8,0,0,0,0,0,,
227,0.227,3,-7.913681120866,3.8791358131391647,1.2,5.0,0.8,0,0,0,0,0,,
228,0.228,0,2.1375852640431208,4.751879820037395,1.2,5.0,0.8,0,0,0,0,0,,
228,0.228,1,4.320759895406404,-3.3989947897707635,1.2,5.0,0.8,0,0,0,0,0,,
228,0.228,2,-3.309609170274798,4.4574862928494685,1.2,5.0,0.8,0,0,0,0,0,,
228,0.228,3,-7.9136720243480845,3.8792428078433137,1.2,5.0,0.8,0,0,0,0,0,,
229,0.229,0,2.138179402900625,4.751815689943083,1.2,5.0,0.8,0,0,0,0,0,,
229,0.229,1,4.320365960260043,-3.399437938546562,1.2,5.0,0.8,0,0,0,0,0,,
229,0.229,2,-3.3100994310994896,4.457376445461234,1.2,5.0,0.8,0,0,0,0,0,,
229,0.229,3,-7.913662927830169,3.8793498025474626,1.2,5.0,0.8,0,0,0,0,0,,
230,0.23,0,2.138773541758129,4.7517515598487705,1.2,5.0,0.8,0,0,0,0,0,,
230,0.23,1,4.319972025113682,-3.3998810873223606,1.2,5.0,0.8,0,0,0,0,0,,
230,0.23,2,-3.3105896919241813,4.457266598073,1.2,5.0,0.8,0,0,0,0,0,,
230,0.23,3,-7.913653831312253,3.8794567972516116,1.2,5.0,0.8,0,0,0,0,0,,
231,0.231,0,2.139367680615633,4.751687429754458,1.2,5.0,0.8,0,0,0,0,0,,
231,0.231,1,4.319578089967321,-3.400324236098159,1.2,5.0,0.8,0,0,0,0,0,,
231,0.231,2,-3.311079952748873,4.457156750684765,1.2,5.0,0.8,0,0,0,0,0,,
231,0.231,3,-7.913644734794337,3.8795637919557606,1.2,5.0,0.8,0,0,0,0,0,,
232,0.232,0,2.1399618194731373,4.751623299660146,1.2,5.0,0.8,0,0,0,0,0,,
232,0.232,1,4.3191841548209595,-3.4007673848739577,1.2,5.0,0.8,0,0,0,0,0,,
232,0.232,2,-3.3115702135735647,4.457046903296531,1.2,5.0,0.8,0,0,0,0,0,,
232,0.232,3,-7.913635638276421,3.8796707866599096,1.2,5.0,0.8,0,0,0,0,0,,
233,0.233,0,2.1405559583306415,4.751559169565834,1.2,5.0,0.8,0,12000,0,0,12000,,
233,0.233,1,4.318790219674598,-3.4012105336497562,1.2,5.0,0.8,0,0,0,0,0,,
233,0.233,2,-3.3120604743982565,4.456937055908297,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
233,0.233,3,-7.913626541758505,3.8797777813640586,1.2,5.0,0.8,0,0,0,0,0,,
234,0.234,0,2.1411500971881456,4.751495039471521,1.2,5.0,0.8,100,0,12000,12000,0,0.04742587317756678,True
234,0.234,1,4.318396284528237,-3.4016536824255548,1.2,5.0,0.8,0,0,0,0,0,,
234,0.234,2,-3.312550735222948,4.456827208520062,1.2,5.0,0.8,0,0,0,0,0,,
234,0.234,3,-7.91361744524059,3.8798847760682076,1.2,5.0,0.8,0,0,0,0,0,,
235,0.23500000000000001,0,2.14174423604565,4.751430909377209,1.2,5.0,0.8,0,0,0,0,0,,
235,0.23500000000000001,1,4.318002349381876,-3.4020968312013533,1.2,5.0,0.8,0,0,0,0,0,,
235,0.23500000000000001,2,-3.31304099604764,4.456717361131828,1.2,5.0,0.8,0,0,0,0,0,,
235,0.23500000000000001,3,-7.913608348722674,3.8799917707723566,1.2,5.0,0.8,0,0,0,0,0,,
236,0.23600000000000002,0,2.142338374903154,4.751366779282897,1.2,5.0,0.8,0,0,0,0,0,,
236,0.23600000000000002,1,4.317608414235515,-3.402539979977152,1.2,5.0,0.8,0,0,0,0,0,,
236,0.23600000000000002,2,-3.3135312568723316,4.456607513743593,1.2,5.0,0.8,0,0,0,0,0,,
236,0.23600000000000002,3,-7.913599252204758,3.8800987654765056,1.2,5.0,0.8,0,0,0,0,0,,
237,0.23700000000000002,0,2.142932513760658,4.751302649188585,1.2,5.0,0.8,0,0,0,0,0,,
237,0.23700000000000002,1,4.317214479089154,-3.4029831287529504,1.2,5.0,0.8,0,0,0,0,0,,
237,0.23700000000000002,2,-3.3140215176970234,4.456497666355359,1.2,5.0,0.8,0,0,0,0,0,,
237,0.23700000000000002,3,-7.913590155686842,3.8802057601806546,1.2,5.0,0.8,0,0,0,0,0,,
238,0.23800000000000002,0,2.143526652618162,4.751238519094272,1.2,5.0,0.8,0,0,0,0,0,,
238,0.23800000000000002,1,4.316820543942793,-3.403426277528749,1.2,5.0,0.8,0,0,0,0,0,,
238,0.23800000000000002,2,-3.314511778521715,4.456387818967125,1.2,5.0,0.8,0,0,0,0,0,,
238,0.23800000000000002,3,-7.913581059168926,3.8803127548848035,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
239,0.23900000000000002,0,2.1441207914756664,4.75117438899996,1.2,5.0,0.8,0,0,0,0,0,,
239,0.23900000000000002,1,4.316426608796432,-3.4038694263045475,1.2,5.0,0.8,0,0,0,0,0,,
239,0.23900000000000002,2,-3.315002039346407,4.45627797157889,1.2,5.0,0.8,0,0,0,0,0,,
239,0.23900000000000002,3,-7.913571962651011,3.8804197495889525,1.2,5.0,0.8,0,0,0,0,0,,
240,0.24,0,2.1447149303331705,4.751110258905648,1.2,5.0,0.8,0,0,0,0,0,,
240,0.24,1,4.316032673650071,-3.404312575080346,1.2,5.0,0.8,0,0,0,0,0,,
240,0.24,2,-3.3154923001710985,4.456168124190656,1.2,5.0,0.8,0,0,0,0,0,,
240,0.24,3,-7.913562866133095,3.8805267442931015,1.2,5.0,0.8,0,0,0,0,0,,
241,0.241,0,2.1453090691906747,4.7510461288113355,1.2,5.0,0.8,0,0,0,0,0,,
241,0.241,1,4.31563873850371,-3.4047557238561446,1.2,5.0,0.8,0,0,0,0,0,,
241,0.241,2,-3.3159825609957903,4.4560582768024215,1.2,5.0,0.8,0,0,0,0,0,,
241,0.241,3,-7.913553769615179,3.8806337389972505,1.2,5.0,0.8,0,0,0,0,0,,
242,0.242,0,2.145903208048179,4.750981998717023,1.2,5.0,0.8,0,0,0,0,0,,
242,0.242,1,4.3152448033573485,-3.405198872631943,1.2,5.0,0.8,0,0,0,0,0,,
242,0.242,2,-3.316472821820482,4.455948429414187,1.2,5.0,0.8,0,0,0,0,0,,
242,0.242,3,-7.913544673097263,3.8807407337013995,1.2,5.0,0.8,0,0,0,0,0,,
243,0.243,0,2.146497346905683,4.750917868622711,1.2,5.0,0.8,0,0,0,0,0,,
243,0.243,1,4.314850868210987,-3.4056420214077416,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
243,0.243,2,-3.3169630826451737,4.455838582025953,1.2,5.0,0.8,0,0,0,0,0,,
243,0.243,3,-7.913535576579347,3.8808477284055485,1.2,5.0,0.8,0,0,0,0,0,,
244,0.244,0,2.147091485763187,4.750853738528399,1.2,5.0,0.8,0,0,0,0,0,,
244,0.244,1,4.314456933064626,-3.40608517018354,1.2,5.0,0.8,0,0,0,0,0,,
244,0.244,2,-3.3174533434698654,4.455728734637718,1.2,5.0,0.8,0,0,0,0,0,,
244,0.244,3,-7.913526480061432,3.8809547231096975,1.2,5.0,0.8,0,0,0,0,0,,
245,0.245,0,2.1476856246206912,4.750789608434086,1.2,5.0,0.8,0,0,0,0,0,,
245,0.245,1,4.314062997918265,-3.4065283189593387,1.2,5.0,0.8,0,0,0,0,0,,
245,0.245,2,-3.317943604294557,4.455618887249484,1.2,5.0,0.8,0,0,0,0,0,,
245,0.245,3,-7.913517383543516,3.8810617178138465,1.2,5.0,0.8,0,0,0,0,0,,
246,0.246,0,2.1482797634781954,4.750725478339774,1.2,5.0,0.8,0,0,0,0,0,,
246,0.246,1,4.313669062771904,-3.4069714677351373,1.2,5.0,0.8,0,0,0,0,0,,
246,0.246,2,-3.318433865119249,4.45550903986125,1.2,5.0,0.8,0,0,0,0,0,,
246,0.246,3,-7.9135082870256,3.8811687125179954,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
247,0.247,0,2.1488739023356995,4.750661348245462,1.2,5.0,0.8,0,0,0,0,0,,
247,0.247,1,4.313275127625543,-3.407414616510936,1.2,5.0,0.8,0,0,0,0,0,,
247,0.247,2,-3.3189241259439406,4.455399192473015,1.2,5.0,0.8,0,0,0,0,0,,
247,0.247,3,-7.913499190507684,3.8812757072221444,1.2,5.0,0.8,0,0,0,0,0,,
248,0.248,0,2.1494680411932037,4.7505972181511495,1.2,5.0,0.8,0,0,0,0,0,,
248,0.248,1,4.312881192479182,-3.4078577652867343,1.2,5.0,0.8,0,0,0,0,0,,
248,0.248,2,-3.3194143867686323,4.455289345084781,1.2,5.0,0.8,0,0,0,0,0,,
248,0.248,3,-7.913490093989768,3.8813827019262934,1.2,5.0,0.8,0,0,0,0,0,,
249,0.249,0,2.150062180050708,4.750533088056837,1.2,5.0,0.8,0,0,0,0,0,,
249,0.249,1,4.312487257332821,-3.408300914062533,1.2,5.0,0.8,0,0,0,0,0,,
249,0.249,2,-3.319904647593324,4.455179497696546,1.2,5.0,0.8,0,0,0,0,0,,
249,0.249,3,-7.9134809974718525,3.8814896966304424,1.2,5.0,0.8,0,0,0,0,0,,
250,0.25,0,2.150656318908212,4.750468957962525,1.2,5.0,0.8,0,0,0,0,0,,
250,0.25,1,4.31209332218646,-3.4087440628383314,1.2,5.0,0.8,0,0,0,0,0,,
250,0.25,2,-3.3203949084180158,4.455069650308312,1.2,5.0,0.8,0,0,0,0,0,,
250,0.25,3,-7.913471900953937,3.8815966913345914,1.2,5.0,0.8,0,0,0,0,0,,
251,0.251,0,2.151250457765716,4.750404827868213,1.2,5.0,0.8,0,0,0,0,0,,
251,0.251,1,4.311699387040099,-3.40918721161413,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
251,0.251,2,-3.3208851692427075,4.454959802920078,1.2,5.0,0.8,0,0,0,0,0,,
251,0.251,3,-7.913462804436021,3.8817036860387404,1.2,5.0,0.8,0,0,0,0,0,,
252,0.252,0,2.1518445966232203,4.7503406977739004,1.2,5.0,0.8,0,0,0,0,0,,
252,0.252,1,4.3113054518937375,-3.4096303603899285,1.2,5.0,0.8,0,0,0,0,0,,
252,0.252,2,-3.321375430067399,4.454849955531843,1.2,5.0,0.8,0,0,0,0,0,,
252,0.252,3,-7.913453707918105,3.8818106807428894,1.2,5.0,0.8,0,0,0,0,0,,
253,0.253,0,2.1524387354807244,4.750276567679588,1.2,5.0,0.8,0,0,0,0,0,,
253,0.253,1,4.310911516747376,-3.410073509165727,1.2,5.0,0.8,0,0,0,0,0,,
253,0.253,2,-3.321865690892091,4.454740108143609,1.2,5.0,0.8,0,0,0,0,0,,
253,0.253,3,-7.913444611400189,3.8819176754470384,1.2,5.0,0.8,0,0,0,0,0,,
254,0.254,0,2.1530328743382285,4.750212437585276,1.2,5.0,0.8,0,0,0,0,0,,
254,0.254,1,4.310517581601015,-3.4105166579415256,1.2,5.0,0.8,0,0,0,0,0,,
254,0.254,2,-3.3223559517167827,4.4546302607553745,1.2,5.0,0.8,0,0,0,0,0,,
254,0.254,3,-7.9134355148822735,3.8820246701511874,1.2,5.0,0.8,0,0,0,0,0,,
255,0.255,0,2.1536270131957327,4.750148307490964,1.2,5.0,0.8,0,0,0,0,0,,
255,0.255,1,4.310123646454654,-3.410959806717324,1.2,5.0,0.8,0,0,0,0,0,,
255,0.255,2,-3.3228462125414744,4.45452041336714,1.2,5.0,0.8,0,0,0,0,0,,
255,0.255,3,-7.913426418364358,3.8821316648553363,1.2,5.0,0.8,0,0,0,0,0,,
256,0.256,0,2.154221152053237,4.750084177396651,1.2,5.0,0.8,0,0,0,0,0,,
256,0.256,1,4.309729711308293,-3.4114029554931227,1.2,5.0,0.8,0,0,0,0,0,,
256,0.256,2,-3.323336473366166,4.454410565978906,1.2,5.0,0.8,0,0,0,0,0,,
256,0.256,3,-7.913417321846442,3.8822386595594853,1.2,5.0,0.8,0,0,0,0,0,,
257,0.257,0,2.154815290910741,4.750020047302339,1.2,5.0,0.8,0,0,0,0,0,,
257,0.257,1,4.309335776161932,-3.411846104268921,1.2,5.0,0.8,0,0,0,0,0,,
257,0.257,2,-3.323826734190858,4.454300718590671,1.2,5.0,0.8,0,0,0,0,0,,
257,0.257,3,-7.913408225328526,3.8823456542636343,1.2,5.0,0.8,0,0,0,0,0,,
258,0.258,0,2.155409429768245,4.749955917208027,1.2,5.0,0.8,0,0,0,0,0,,
258,0.258,1,4.308941841015571,-3.4122892530447198,1.2,5.0,0.8,0,0,0,0,0,,
258,0.258,2,-3.3243169950155496,4.454190871202437,1.2,5.0,0.8,0,0,0,0,0,,
258,0.258,3,-7.91339912881061,3.8824526489677833,1.2,5.0,0.8,0,0,0,0,0,,
259,0.259,0,2.1560035686257493,4.7498917871137145,1.2,5.0,0.8,0,0,0,0,0,,
259,0.259,1,4.30854790586921,-3.4127324018205183,1.2,5.0,0.8,0,0,0,0,0,,
259,0.259,2,-3.3248072558402413,4.454081023814203,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
259,0.259,3,-7.913390032292694,3.8825596436719323,1.2,5.0,0.8,0,0,0,0,0,,
260,0.26,0,2.1565977074832534,4.749827657019402,1.2,5.0,0.8,0,0,0,0,0,,
260,0.26,1,4.308153970722849,-3.413175550596317,1.2,5.0,0.8,0,0,0,0,0,,
260,0.26,2,-3.325297516664933,4.453971176425968,1.2,5.0,0.8,0,0,0,0,0,,
260,0.26,3,-7.913380935774779,3.8826666383760813,1.2,5.0,0.8,0,0,0,0,0,,
261,0.261,0,2.1571918463407576,4.74976352692509,1.2,5.0,0.8,0,0,0,0,0,,
261,0.261,1,4.307760035576488,-3.4136186993721154,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
261,0.261,2,-3.3257877774896247,4.453861329037734,1.2,5.0,0.8,0,0,0,0,0,,
261,0.261,3,-7.913371839256863,3.8827736330802303,1.2,5.0,0.8,0,0,0,0,0,,
262,0.262,0,2.1577859851982617,4.749699396830778,1.2,5.0,0.8,0,0,0,0,0,,
262,0.262,1,4.3073661004301265,-3.414061848147914,1.2,5.0,0.8,0,0,0,0,0,,
262,0.262,2,-3.3262780383143165,4.453751481649499,1.2,5.0,0.8,0,0,0,0,0,,
262,0.262,3,-7.913362742738947,3.8828806277843793,1.2,5.0,0.8,0,0,0,0,0,,
263,0.263,0,2.158380124055766,4.749635266736465,1.2,5.0,0.8,0,0,0,0,0,,
263,0.263,1,4.306972165283765,-3.4145049969237125,1.2,5.0,0.8,0,0,0,0,0,,
263,0.263,2,-3.326768299139008,4.453641634261265,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
263,0.263,3,-7.913353646221031,3.8829876224885282,1.2,5.0,0.8,0,0,0,0,0,,
264,0.264,0,2.15897426291327,4.749571136642153,1.2,5.0,0.8,0,0,0,0,0,,
264,0.264,1,4.306578230137404,-3.414948145699511,1.2,5.0,0.8,0,0,0,0,0,,
264,0.264,2,-3.3272585599637,4.453531786873031,1.2,5.0,0.8,0,0,0,0,0,,
264,0.264,3,-7.913344549703115,3.8830946171926772,1.2,5.0,0.8,0,0,0,0,0,,
265,0.265,0,2.159568401770774,4.749507006547841,1.2,5.0,0.8,0,0,0,0,0,,
265,0.265,1,4.306184294991043,-3.4153912944753095,1.2,5.0,0.8,0,0,0,0,0,,
265,0.265,2,-3.3277488207883916,4.453421939484796,1.2,5.0,0.8,0,0,0,0,0,,
265,0.265,3,-7.9133354531852,3.883201611896826,1.2,5.0,0.8,0,0,0,0,0,,
266,0.266,0,2.1601625406282783,4.749442876453529,1.2,5.0,0.8,0,0,0,0,0,,
266,0.266,1,4.305790359844682,-3.415834443251108,1.2,5.0,0.8,0,0,0,0,0,,
266,0.266,2,-3.3282390816130833,4.453312092096562,1.2,5.0,0.8,0,0,0,0,0,,
266,0.266,3,-7.913326356667284,3.883308606600975,1.2,5.0,0.8,0,0,0,0,0,,
267,0.267,0,2.1607566794857824,4.749378746359216,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
267,0.267,1,4.305396424698321,-3.4162775920269066,1.2,5.0,0.8,0,0,0,0,0,,
267,0.267,2,-3.328729342437775,4.4532022447083275,1.2,5.0,0.8,0,0,0,0,0,,
267,0.267,3,-7.913317260149368,3.883415601305124,1.2,5.0,0.8,0,0,0,0,0,,
268,0.268,0,2.1613508183432866,4.749314616264904,1.2,5.0,0.8,0,0,0,0,0,,
268,0.268,1,4.30500248955196,-3.416720740802705,1.2,5.0,0.8,0,0,0,0,0,,
268,0.268,2,-3.329219603262467,4.453092397320093,1.2,5.0,0.8,0,0,0,0,0,,
268,0.268,3,-7.913308163631452,3.883522596009273,1.2,5.0,0.8,0,0,0,0,0,,
269,0.269,0,2.1619449572007907,4.749250486170592,1.2,5.0,0.8,0,0,0,0,0,,
269,0.269,1,4.304608554405599,-3.4171638895785037,1.2,5.0,0.8,0,0,0,0,0,,
269,0.269,2,-3.3297098640871585,4.452982549931859,1.2,5.0,0.8,0,0,0,0,0,,
269,0.269,3,-7.913299067113536,3.883629590713422,1.2,5.0,0.8,0,0,0,0,0,,
270,0.27,0,2.162539096058295,4.7491863560762795,1.2,5.0,0.8,0,0,0,0,0,,
270,0.27,1,4.304214619259238,-3.4176070383543022,1.2,5.0,0.8,0,0,0,0,0,,
270,0.27,2,-3.3302001249118502,4.452872702543624,1.2,5.0,0.8,0,0,0,0,0,,
270,0.27,3,-7.913289970595621,3.883736585417571,1.2,5.0,0.8,0,0,0,0,0,,
271,0.271,0,2.163133234915799,4.749122225981967,1.2,5.0,0.8,0,0,0,0,0,,
271,0.271,1,4.3038206841128765,-3.418050187130101,1.2,5.0,0.8,0,0,0,0,0,,
271,0.271,2,-3.330690385736542,4.45276285515539,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
271,0.271,3,-7.913280874077705,3.88384358012172,1.2,5.0,0.8,0,0,0,0,0,,
272,0.272,0,2.163727373773303,4.749058095887655,1.2,5.0,0.8,0,0,0,0,0,,
272,0.272,1,4.3034267489665154,-3.4184933359058993,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
272,0.272,2,-3.3311806465612337,4.452653007767156,1.2,5.0,0.8,0,0,0,0,0,,
272,0.272,3,-7.913271777559789,3.883950574825869,1.2,5.0,0.8,0,0,0,0,0,,
273,0.273,0,2.1643215126308073,4.748993965793343,1.2,5.0,0.8,0,0,0,0,0,,
273,0.273,1,4.303032813820154,-3.418936484681698,1.2,5.0,0.8,0,0,0,0,0,,
273,0.273,2,-3.3316709073859254,4.452543160378921,1.2,5.0,0.8,0,0,0,0,0,,
273,0.273,3,-7.913262681041873,3.884057569530018,1.2,5.0,0.8,0,0,0,0,0,,
274,0.274,0,2.1649156514883114,4.74892983569903,1.2,5.0,0.8,100,12000,12000,12000,0,0.04742587317756678,True
274,0.274,1,4.302638878673793,-3.4193796334574964,1.2,5.0,0.8,0,0,0,0,0,,
274,0.274,2,-3.332161168210617,4.452433312990687,1.2,5.0,0.8,0,0,0,0,0,,
274,0.274,3,-7.913253584523957,3.884164564234167,1.2,5.0,0.8,0,0,0,0,0,,
275,0.275,0,2.1655097903458156,4.748865705604718,1.2,5.0,0.8,0,0,0,0,0,,
275,0.275,1,4.302244943527432,-3.419822782233295,1.2,5.0,0.8,0,0,0,0,0,,
275,0.275,2,-3.332651429035309,4.452323465602452,1.2,5.0,0.8,0,0,0,0,0,,
275,0.275,3,-7.9132444880060415,3.884271558938316,1.2,5.0,0.8,0,0,0,0,0,,
276,0.276,0,2.1661039292033197,4.748801575510406,1.2,5.0,0.8,0,0,0,0,0,,
276,0.276,1,4.301851008381071,-3.4202659310090935,1.2,5.0,0.8,0,0,0,0,0,,
276,0.276,2,-3.3331416898600006,4.452213618214218,1.2,5.0,0.8,0,0,0,0,0,,
276,0.276,3,-7.913235391488126,3.884378553642465,1.2,5.0,0.8,0,0,0,0,0,,
277,0.277,0,2.166698068060824,4.7487374454160935,1.2,5.0,0.8,0,0,0,0,0,,
277,0.277,1,4.30145707323471,-3.420709079784892,1.2,5.0,0.8,0,0,0,0,0,,
277,0.277,2,-3.3336319506846923,4.452103770825984,1.2,5.0,0.8,0,0,0,0,0,,
277,0.277,3,-7.91322629497021,3.884485548346614,1.2,5.0,0.8,0,0,0,0,0,,
278,0.278,0,2.167292206918328,4.748673315321781,1.2,5.0,0.8,0,0,0,0,0,,
278,0.278,1,4.301063138088349,-3.4211522285606906,1.2,5.0,0.8,0,0,0,0,0,,
278,0.278,2,-3.334122211509384,4.451993923437749,1.2,5.0,0.8,0,0,0,0,0,,
278,0.278,3,-7.913217198452294,3.884592543050763,1.2,5.0,0.8,0,0,0,0,0,,
279,0.279,0,2.167886345775832,4.748609185227469,1.2,5.0,0.8,0,0,0,0,0,,
279,0.279,1,4.300669202941988,-3.421595377336489,1.2,5.0,0.8,0,0,0,0,0,,
279,0.279,2,-3.3346124723340758,4.451884076049515,1.2,5.0,0.8,0,0,0,0,0,,
